Rank,Data Center Providers,Percentage Top 10,000 Sites
112,Exabytes Group,0.02%
112.1,    Exabytes,0.02%
113,Faraso Samaneh Pasargad,0.02%
114,Confluence-Networks,0.02%
115,Hostiserver,0.02%
116,VSHosting,0.02%
117,Dinahosting,0.02%
118,Tucows Group,0.02%
118.1,    Tucows,0.01%
118.2,    Ting,0.01%
119,Master Internet,0.02%
120,Psychz,0.02%
121,Expedient,0.02%
122,Casablanca,0.02%
123,Internet Thailand,0.02%
124,Sharktech,0.02%
125,New World Telecom,0.02%
126,GlobalConnect,0.02%
127,ETECSA,0.02%
128,Turkmentelecom,0.02%
129,TimeWeb,0.01%
130,Aerotek,0.01%
131,PA Vietnam,0.01%
132,ServerCentral,0.01%
133,Xneelo,0.01%
134,CS LoxInfo,0.01%
135,InterServer,0.01%
136,One.com,0.01%
137,Serverpars,0.01%
138,Veridyen,0.01%
139,Infomaniak,0.01%
140,WPX Hosting,0.01%
141,Gandi,0.01%
142,UKFast,0.01%
143,FastVPS,0.01%
144,CAT Telecom,0.01%
145,Enartia Group,0.01%
145.1,    Enartia,0.01%
146,Interneto Vizija,0.01%
147,ColoCrossing,0.01%
148,Locaweb,0.01%
149,Cellcom,0.01%
150,Comcast,0.01%
151,Hostwinds,0.01%
152,Romarg,0.01%
153,WebSupport,0.01%
154,Seeweb,0.01%
155,EGIHosting,0.01%
156,TheGigabit,0.01%
157,Serverius,0.01%
158,PTisp,0.01%
159,Sedmi Odjel,0.01%
160,Alwaysdata,0.01%
161,Kamatera,0.01%
162,Telecom Algeria,0.01%
163,National DC Mongolia,0.01%
